"urn:cts:greekLit:tlg0012.tlg001:1.1-1.9","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_111","quoted and translated","analysis and comparison of the beginnings of the arkhaia Ilias and of the Homeric Iliad that has come down to us"
"urn:cts:greekLit:tlg0012.tlg001:1.1-1.9","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_113","quoted and translated","analysis of the Plan of Zeus as the driving force in the newer Iliad matching HH23 to Zeus (esp. line 2, telesphoros), and the same theme found in the epic Cycle and the Cypria"
"urn:cts:greekLit:tlg0012.tlg001:1.1-1.9","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_114-s_115","quoted and translated","agency of Apollo subsumed under the ultimate divine agency represented by the Plan of Zeus in the newer Iliad, unlike in the older one, which only attributes the events to the agency of Apollo, and the newer Iliad invoking a singular Muse while the older Iliad invokes an aggregate of Muses"
"urn:cts:greekLit:tlg0012.tlg001:1.5","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_111","reference","the newer Iliad subsuming the divine agency of Apollo under the Plan of Zeus, unlike the older Iliad"
"urn:cts:greekLit:tlg0012.tlg001:1.5","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_114","reference","the newer Iliad subsuming the divine agency of Apollo under the Plan of Zeus, unlike the older Iliad"
"urn:cts:greekLit:tlg0012.tlg001:1.5","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_121","transliterating and translating part of the verse","analysis of the expression ‘and the Plan of Zeus was reaching its outcome’"
"urn:cts:greekLit:tlg0012.tlg001:1.5","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_127","reference","analysis of the most general (see Cypria) and the more special (this verse) views of the Plan of Zeus"
"urn:cts:greekLit:tlg0012.tlg001:1.131","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_239","reference","theoeikelos applied only to Achilles in the Iliad (as in this verse), in the context of analyzing the convergences between the (wording) of Sappho 44 and the Iliad, here specifically the application of the epithet in Sappho 44 to Hector and Andromache and its ominous dimension when analyzed in light of the Iliad"
"urn:cts:greekLit:tlg0012.tlg001:1.366-1.369","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_243","reference","analysis of Andromache as an Aeolian personality through comparison with Briseis and Chryseis who became captives when their cities (Lyrnessos and Thebe) were captured by Achilles"
"urn:cts:greekLit:tlg0012.tlg001:1.409","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_160","reference","analysis of the internal evidence for (the topography of) the naustathmon of the Achaeans in the Iliad"
"urn:cts:greekLit:tlg0012.tlg001:1.604","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_67","reference to scholia D","example of ek diadokhēs in the sense of ‘by taking turns’"
"urn:cts:greekLit:tlg0012.tlg001:2.299-2.332","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_123-s_125","quoted and translated","analysis of the idea of epic telos, and here, in the case of the Iliad, its being realized only in the form of a prophecy (by contrast with the epic Cycle, where the destruction of Troy is the telos)"
"urn:cts:greekLit:tlg0012.tlg001:2.547-2.548","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_40","quoted and translated as part of Vita 1.379-s_384","analysis of en-poiein not as ‘interpolate’ but as make poetry fit inside poetry that has already been made and as integral to the making of Homeric poetry"
"urn:cts:greekLit:tlg0012.tlg001:2.547-2.548","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_350","quoted and translated as part of Vita 1.379-s_384","analysis of en-poiein not as ‘interpolate’ but as make poetry fit inside poetry that has already been made and as integral to the making of Homeric poetry"
"urn:cts:greekLit:tlg0012.tlg001:2.557","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_355","reference","claim of Megara that the Athenians interpolated this verse, in the context of their making their claims to Salamis with reference to Homer"
"urn:cts:greekLit:tlg0012.tlg001:2.558","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_355","reference","claim of Megara that the Athenians interpolated this verse, in the context of their making their claims to Salamis with reference to Homer"
"urn:cts:greekLit:tlg0012.tlg001:2.688-2.693","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_243","reference","analysis of Andromache as an Aeolian personality through comparison with Briseis and Chryseis who became captives when their cities (Lyrnessos and Thebe) were captured by Achilles"
"urn:cts:greekLit:tlg0012.tlg001:2.689-2.691","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_243","reference","analysis of the influence of a dominantly Aeolic tradition (as attested in the poetry of Sappho and Alcaeus) on the dominantly Ionic tradition as represented by Homeric poetry, here regarding the detail of Achilles’ capture of Briseis when he captured Lyrnessos"
"urn:cts:greekLit:tlg0012.tlg001:2.690-2.691","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_243","reference","analysis of Andromache as an Aeolian personality through comparison with Briseis and Chryseis who became captives when their cities (Lyrnessos and Thebe) were captured by Achilles"
"urn:cts:greekLit:tlg0012.tlg001:2.699-2.792","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_162","reference","location of the ship of Protesilaos as the first to beach, in the context of the analysis of the location of the naustathmon"
"urn:cts:greekLit:tlg0012.tlg001:2.811-2.815","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_166","reference","comparison of the Homeric word kolonē (as here) and the tomb it is used to describe with kolonos describing Protesilaos’ tomb in Philostratos’ Heroikos, in the context of analyzing the location of the tomb of Achilles and Patroklos"
"urn:cts:greekLit:tlg0012.tlg001:2.867-2.869","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_227","reference","the one exception to the omission of the mainland cities of the Ionian Dodecapolis, Miletus, in the Panathenaic Iliad and Odyssey, in the context of the analysis of the shading over by the Panathenaic Homer of the Ionians and the cities in the Ionian Dodecapolis"
"urn:cts:greekLit:tlg0012.tlg001:3.125-3.128","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_277","quoted and translated","analysis of the narration woven into the diplax of Helen and its links to that of Andromache and the overall narration of the Homeric Iliad"
"urn:cts:greekLit:tlg0012.tlg001:3.126","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_277.n_16","references","variant reading at this verse (porphureē/marmareē)"
"urn:cts:greekLit:tlg0012.tlg001:3.126","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_277.n_17","references","variant reading at this verse (porphureē/marmareē)"
"urn:cts:greekLit:tlg0012.tlg001:3.126","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_280","reference","comment on the textual variants in this verse, porphureē/marmareē, and Zenodotus’, Aristophanes’ and Aristarchus’ preference for porphureē"
"urn:cts:greekLit:tlg0012.tlg001:3.126","urn:cts:ahcip:GregoryNagy.HomerThePreclassic:s_284","reference","analysis of the variant reading marmareē and the perception of the colors"
