"urn:cts:greekLit:tlg0012.tlg001:1.1-1.2","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_2.s_283","reference","enjambment of the epithet oulomenē describing mēnis here as analogous to the enjambment of the epithet dourateos of hippos in O.08.492-493"
"urn:cts:greekLit:tlg0012.tlg001:1.69ab","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_48.n_","reference to verse and scholia","in the list of West’s (2001:40n33) list of plus-verses, in the context of analyzing plus-verses in Zenodotus’ (vs. Aristarchus’) text of Homer and Zenodotus’ deletion as well as athetesis of them [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:1.85c","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_39.t_10","reference to verse, scholia quoted and translated","in a list of scholia exemplifying the relationship of Koine and Attic [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:1.216a","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_39.t_6","reference to verse, scholia quoted and translated","in a list of scholia exemplifying the relationship of Koine and Attic [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:1.234","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_3.s_110","reference","comparison of the representation of Minos and Zeus (here, regarding holding a skēptron), in the context of comparing Plato’s Hippias to Minos"
"urn:cts:greekLit:tlg0012.tlg001:1.234","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_137","reference","comparison of the representation of Minos and Zeus (here, regarding holding a skēptron), in the context of comparing Plato’s Hippias to Minos"
"urn:cts:greekLit:tlg0012.tlg001:1.238-1.239","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_3.s_110","quoting part of the verses","comparison of the representation of Minos and Zeus (here, regarding dispensing themistes), in the context of comparing Plato’s Hippias to Minos"
"urn:cts:greekLit:tlg0012.tlg001:1.238-1.239","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_137","quoting part of the verses","comparison of the representation of Minos and Zeus (here, regarding dispensing themistes), in the context of comparing Plato’s Hippias to Minos"
"urn:cts:greekLit:tlg0012.tlg001:1.299","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_128.t_9","quoted within scholia to I.06.355a1","example of epei me (enclitic) in the context of the analysis of EPEISE read as epei sé (non-enclitic) as opposed to epei se (enclitic), according to Herodian"
"urn:cts:greekLit:tlg0012.tlg001:1.465b","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_65","reference","example of the blurring of the distinction between lēmmata derived from the base text (as by Aristarchus) and those from the commentaries of Aristarchus (as by Didymus) [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:1.465b1","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_142.t_19","scholia quoted and translated","example of the ‘Homeric’ reading as generally ‘the Koine reading’ by default for Aristarchus [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:1.465b2","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_142.t_20","scholia quoted and translated","example of the ‘Homeric’ reading as generally ‘the Koine reading’ by default for Aristarchus [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:1.465b2","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_142.t_21","scholia quoted and translated","example of the ‘Homeric’ reading as generally ‘the Koine reading’ by default for Aristarchus [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:1.528-1.530","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_95.t_10","quoted and translated (as part of Strabo 8.3.30 C354)","analysis of the modeling of Pheidias’ statue of Zeus on the Homeric Zeus in these verses"
"urn:cts:greekLit:tlg0012.tlg001:1.528-1.530","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_269","reference","analysis of the modeling of Pheidias’ statue of Zeus on the Homeric Zeus in these verses and Zeus’ nod signifying his plan"
"urn:cts:greekLit:tlg0012.tlg001:1.536","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_3.s_110","reference","comparison of the representation of Minos and Zeus (here, regarding sitting on a thronos), in the context of comparing Plato’s Hippias to Minos"
"urn:cts:greekLit:tlg0012.tlg001:1.536","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_137","reference","comparison of the representation of Minos and Zeus (here, regarding sitting on a thronos), in the context of comparing Plato’s Hippias to Minos"
"urn:cts:greekLit:tlg0012.tlg001:1.544","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_2.s_156","transliterated","Zeus as the ‘father’ of gods and men, in the context of analyzing Okeanos as the ‘genesis’ of all"
"urn:cts:greekLit:tlg0012.tlg001:2.53a1","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_63","reference","example of Aristarchus’ re-introduction of a Koine reading that had earlier given way to a khariesteron reading into his base text [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:2.53c","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_149.t_24","quoting and translating the scholia","example of where Aristarchus’ preferred variant is not the Koine usage [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:2.115a","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_4.s_39.t_7","reference to verse, scholia quoted and translated","in a list of scholia exemplifying the relationship of Koine and Attic [MRBTP: scholia]"
"urn:cts:greekLit:tlg0012.tlg001:2.133a","urn:cts:ahcip:GregoryNagy.HomerTheClassic:c_P.s_73","quoting the scholia, reference","Aristarchus’ basing the earlier phases of his hupomnēmata on the ekdosis of Aristophanes and the lēmma here [MRBTP: scholia]"
