"urn:cts:greekLit:tlg0012.tlg001:1.20","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:102#11","reference","apoina as object of dekhesthai, in the context of analyzing I.18.499-500 (litigation scene on the Shield), and Corlu, Benveniste, and Chantraine"
"urn:cts:greekLit:tlg0012.tlg001:1.23","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:102#11","reference","apoina as object of dekhesthai, in the context of analyzing I.18.499-500 (litigation scene on the Shield), and Corlu, Benveniste, and Chantraine"
"urn:cts:greekLit:tlg0012.tlg001:1.37-1.43","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:27","quoted","analysis of the formula hōs ephat’ eukhomenos, … in the context of prayers (formulas which conclude prayers)"
"urn:cts:greekLit:tlg0012.tlg001:1.60","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:63#89","quoted","comment on the relationship between ‘coming home’ and ‘escaping death’"
"urn:cts:greekLit:tlg0012.tlg001:1.86-1.87","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:44","quoted","in a list of examples of eukhesthai + dative (formulas which report prayers)"
"urn:cts:greekLit:tlg0012.tlg001:1.86-1.87","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:48-49","reference","anomaly of the formula in this verse, namely, the complement to eukhomai is not a noun (e.g. name of divinity) but a pronoun"
"urn:cts:greekLit:tlg0012.tlg001:1.90","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:81","quoted","argument for the contextual unity of eukhesthai einai + comparative/superlative expressions regarding superiority in age on the one hand and prestige, physical prowess and physical beauty on the other (secular contexts)"
"urn:cts:greekLit:tlg0012.tlg001:1.91","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:79","quoted","in a list of examples of eukhesthai einai + comparative/superlative (secular contexts)"
"urn:cts:greekLit:tlg0012.tlg001:1.91","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:81","quoted","argument for the contextual unity of eukhesthai einai + comparative/superlative expressions regarding superiority in age on the one hand and prestige, physical prowess and physical beauty on the other (secular contexts)"
"urn:cts:greekLit:tlg0012.tlg001:1.91","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:118","quoted","comparison of the verse with eukhomai einai + superlative with a similar construction attested in the Rig-Veda, in the context of analyzing the etymology of eukhesthai"
"urn:cts:greekLit:tlg0012.tlg001:1.95","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:102#11","reference","apoina as object of dekhesthai, in the context of analyzing I.18.499-500 (litigation scene on the Shield), and Corlu, Benveniste, and Chantraine"
"urn:cts:greekLit:tlg0012.tlg001:1.111-1.112","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:102#11","reference","apoina as object of dekhesthai, in the context of analyzing I.18.499-500 (litigation scene on the Shield), and Corlu, Benveniste, and Chantraine"
"urn:cts:greekLit:tlg0012.tlg001:1.279","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:109","quoting part of the verse","in a list of passages exemplifying the complementary metrical distribution of eukhos and kudos"
"urn:cts:greekLit:tlg0012.tlg001:1.357","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:23","quoted","variation of the formula hōs phat’ eukhomenos in this verse of Achilles’ prayer to his mother with hōs phato dakru kheōn, tou d’eklue…"
"urn:cts:greekLit:tlg0012.tlg001:1.360","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:23","quoted","variation of the formula hōs phat’ eukhomenos in I.01.357 of Achilles’ prayer to his mother with hōs phato dakru kheōn, tou d’eklue…"
"urn:cts:greekLit:tlg0012.tlg001:1.377","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:102#11","reference","apoina as object of dekhesthai, in the context of analyzing I.18.499-500 (litigation scene on the Shield), and Corlu, Benveniste, and Chantraine"
"urn:cts:greekLit:tlg0012.tlg001:1.381","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:31","quoted","in a list of examples of absolute use of eukhesthai to report prayers (kluein + eukhesthai formulas)"
"urn:cts:greekLit:tlg0012.tlg001:1.381","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:38-39","quoted","analysis of kluein + eukhesthai formulas, here, with akouein instead of kluein, and formulas with akouein as formally related to eukhomenos || toud’ eklue (= formula A)"
"urn:cts:greekLit:tlg0012.tlg001:1.381","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:63","quoted","classification and analysis of attestations of eukhesthai + (aorist) infinitive"
"urn:cts:greekLit:tlg0012.tlg001:1.396-1.398","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:39-40","quoted","analysis of the sacral-secular split in formulas with akouein and eukhesthai and where these words occur not in the same verse but with enjambment"
"urn:cts:greekLit:tlg0012.tlg001:1.397-1.398","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:89","quoted","in a list of attestations of secular eukhesthai reporting speech (absolute usage)"
"urn:cts:greekLit:tlg0012.tlg001:1.397-1.398","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:97","reference","analysis of the meaning of secular eukhesthai reporting speech"
"urn:cts:greekLit:tlg0012.tlg001:1.438","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:49","quoting part","Apollo’s name-epithet formulas which have the same metrical shape as the divine names in the dative in the eukhomai + dative formulas, but which are not used in this system because, unlike the others, they begin with a vowel (here, words occurring before Apollo’s two dative formulas that always end with a consonant)"
"urn:cts:greekLit:tlg0012.tlg001:1.450","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:113","quoted","analysis of eukhesthai in its concrete sense ‘say a prayer’ with the adverb megala, in the context of postulating ‘say (in a functionally marked context)’ as antecedent of ‘pray’ (eukhesthai in sacral contexts)"
"urn:cts:greekLit:tlg0012.tlg001:1.453","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:31","quoted","in a list of examples of absolute use of eukhesthai to report prayers (kluein + eukhesthai formulas)"
"urn:cts:greekLit:tlg0012.tlg001:1.453","urn:cts:dmk:LeonardMuellner.TheMeaningOfHomericEYXOMAI:37","quoted","analysis of kluein + eukhesthai formulas (here, examples of absolute eukhesthai)"
